match_id,minute,game_version,game_duration,blue_gold,red_gold,gold_diff,blue_xp,red_xp,xp_diff,blue_cs,red_cs,cs_diff,blue_kills,red_kills,kill_diff,blue_towers_destroyed,red_towers_destroyed,tower_diff,blue_dragons,red_dragons,dragon_diff,blue_dragons_to_soul,red_dragons_to_soul,blue_has_soul,red_has_soul,blue_elders,red_elders,blue_heralds,red_heralds,blue_barons,red_barons,blue_inhibs_alive,red_inhibs_alive,blue_nexus_turrets_alive,red_nexus_turrets_alive,blue_win
NA1_5645480913,1,16.18.817.5716,1469,2510,2535,-25,0,62,-62,0,2,-2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,2,16.18.817.5716,1469,3930,3817,113,2587,2227,360,45,39,6,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,3,16.18.817.5716,1469,6503,5306,1197,4827,4420,407,73,81,-8,3,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,4,16.18.817.5716,1469,8476,6589,1887,7094,6495,599,106,111,-5,5,0,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,5,16.18.817.5716,1469,9540,8407,1133,8593,8986,-393,131,156,-25,5,1,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,6,16.18.817.5716,1469,11206,9702,1504,11273,10616,657,172,180,-8,5,1,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,7,16.18.817.5716,1469,12553,11623,930,13116,12606,510,206,213,-7,5,2,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,8,16.18.817.5716,1469,14016,13264,752,14860,14392,468,232,240,-8,6,3,3,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,9,16.18.817.5716,1469,16124,15036,1088,16774,16484,290,250,270,-20,8,4,4,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,10,16.18.817.5716,1469,18454,17081,1373,19355,18847,508,287,312,-25,11,5,6,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,11,16.18.817.5716,1469,20139,19458,681,20876,21180,-304,312,347,-35,11,7,4,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,12,16.18.817.5716,1469,22372,21380,992,23375,24090,-715,343,384,-41,12,8,4,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,13,16.18.817.5716,1469,25009,23493,1516,25943,26212,-269,369,411,-42,15,9,6,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,14,16.18.817.5716,1469,27710,24691,3019,30086,27695,2391,402,438,-36,17,9,8,1,0,1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,15,16.18.817.5716,1469,31029,26827,4202,33486,29352,4134,433,465,-32,20,9,11,1,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,16,16.18.817.5716,1469,34352,31433,2919,35770,33271,2499,453,486,-33,23,13,10,3,2,1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,17,16.18.817.5716,1469,36703,33689,3014,37573,36686,887,468,520,-52,24,15,9,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645480913,18,16.18.817.5716,1469,39444,34801,4643,40510,37954,2556,495,540,-45,26,15,11,4,2,2,1,1,0,3,3,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5645480913,19,16.18.817.5716,1469,42394,36605,5789,43260,39610,3650,511,557,-46,28,16,12,5,2,3,1,1,0,3,3,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5645480913,20,16.18.817.5716,1469,44521,37675,6846,46221,41068,5153,549,578,-29,29,16,13,5,2,3,2,1,1,2,3,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5645480913,21,16.18.817.5716,1469,49386,39079,10307,51845,43028,8817,589,608,-19,34,16,18,5,2,3,2,1,1,2,3,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5645480913,22,16.18.817.5716,1469,52457,41322,11135,54466,45591,8875,613,626,-13,35,18,17,7,2,5,2,1,1,2,3,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5645480913,23,16.18.817.5716,1469,57181,43360,13821,58571,47082,11489,627,635,-8,40,19,21,8,2,6,2,1,1,2,3,0,0,0,0,0,1,0,0,3,2,2,2,1
NA1_5645480913,24,16.18.817.5716,1469,61013,47989,13024,63503,51816,11687,646,656,-10,45,22,23,8,3,5,2,1,1,2,3,0,0,0,0,0,1,0,0,3,1,2,0,1
NA1_5645480913,24,16.18.817.5716,1469,61668,49635,12033,64826,54233,10593,655,657,-2,46,23,23,8,3,5,2,1,1,2,3,0,0,0,0,0,1,0,0,3,1,2,0,1
NA1_5640252114,0,16.18.817.5716,1669,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,1,16.18.817.5716,1669,2505,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,2,16.18.817.5716,1669,3874,3918,-44,2485,2414,71,38,44,-6,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,3,16.18.817.5716,1669,5148,6207,-1059,4458,5100,-642,68,78,-10,0,2,-2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,4,16.18.817.5716,1669,6502,8224,-1722,6237,7204,-967,100,111,-11,0,4,-4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,5,16.18.817.5716,1669,7704,9734,-2030,7887,9765,-1878,129,158,-29,0,4,-4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,6,16.18.817.5716,1669,9215,11369,-2154,10511,11717,-1206,174,193,-19,0,4,-4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,7,16.18.817.5716,1669,10529,12919,-2390,12538,13825,-1287,205,233,-28,0,4,-4,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,8,16.18.817.5716,1669,11924,14619,-2695,14963,16547,-1584,241,288,-47,0,4,-4,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,9,16.18.817.5716,1669,13320,16094,-2774,16932,18788,-1856,274,328,-54,0,4,-4,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,10,16.18.817.5716,1669,15392,17769,-2377,19722,21176,-1454,312,370,-58,1,4,-3,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,11,16.18.817.5716,1669,16905,19050,-2145,22034,23093,-1059,352,404,-52,1,4,-3,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,12,16.18.817.5716,1669,19142,21015,-1873,24420,25586,-1166,384,433,-49,2,4,-2,0,0,0,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,13,16.18.817.5716,1669,21721,23354,-1633,26612,27739,-1127,411,455,-44,3,5,-2,0,0,0,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,14,16.18.817.5716,1669,23632,25479,-1847,28855,30831,-1976,437,500,-63,3,6,-3,1,0,1,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,15,16.18.817.5716,1669,25212,27970,-2758,31259,33699,-2440,479,535,-56,3,7,-4,1,2,-1,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640252114,16,16.18.817.5716,1669,28399,30065,-1666,34189,36062,-1873,508,560,-52,6,8,-2,1,3,-2,0,2,-2,4,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5640252114,17,16.18.817.5716,1669,29812,31909,-2097,36214,37757,-1543,545,589,-44,6,8,-2,1,3,-2,0,2,-2,4,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5640252114,18,16.18.817.5716,1669,31354,34423,-3069,38165,39840,-1675,558,604,-46,7,10,-3,1,4,-3,1,2,-1,3,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5640252114,19,16.18.817.5716,1669,33121,36269,-3148,40759,42665,-1906,607,654,-47,7,10,-3,1,4,-3,1,2,-1,3,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5640252114,20,16.18.817.5716,1669,37141,38955,-1814,44522,44814,-292,632,669,-37,10,12,-2,2,5,-3,1,2,-1,3,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5640252114,21,16.18.817.5716,1669,38422,40217,-1795,46055,46349,-294,662,696,-34,10,12,-2,2,5,-3,1,2,-1,3,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5640252114,22,16.18.817.5716,1669,40319,42431,-2112,48941,49757,-816,715,740,-25,10,13,-3,2,5,-3,1,2,-1,3,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5640252114,23,16.18.817.5716,1669,41932,44269,-2337,50358,54086,-3728,729,758,-29,11,13,-2,2,5,-3,1,2,-1,3,2,0,0,0,0,0,1,0,1,3,3,2,2,0
NA1_5640252114,24,16.18.817.5716,1669,45478,45526,-48,55977,55265,712,762,777,-15,15,13,2,2,5,-3,2,2,0,2,2,0,0,0,0,0,1,0,1,3,3,2,2,0
NA1_5640252114,25,16.18.817.5716,1669,48356,46987,1369,59297,57368,1929,825,813,12,15,13,2,2,5,-3,2,2,0,2,2,0,0,0,0,0,1,0,1,3,3,2,2,0
NA1_5640252114,26,16.18.817.5716,1669,50301,48567,1734,61877,59678,2199,871,851,20,15,13,2,3,5,-2,2,2,0,2,2,0,0,0,0,0,1,0,1,3,3,2,2,0
NA1_5640252114,27,16.18.817.5716,1669,52140,51827,313,63859,64467,-608,902,878,24,16,16,0,3,5,-2,2,2,0,2,2,0,0,0,0,0,1,0,1,3,3,2,2,0
NA1_5640252114,28,16.18.817.5716,1669,52701,54903,-2202,63973,66834,-2861,903,903,0,16,17,-1,3,6,-3,2,2,0,2,2,0,0,0,0,0,1,0,1,2,3,0,2,0
NA1_5643447050,0,16.18.817.5716,1870,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,1,16.18.817.5716,1870,2500,2567,-67,0,290,-290,0,3,-3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,2,16.18.817.5716,1870,3754,3781,-27,2486,2235,251,34,38,-4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,3,16.18.817.5716,1870,5373,5150,223,5078,4297,781,78,69,9,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,4,16.18.817.5716,1870,7116,7029,87,6914,6142,772,105,100,5,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,5,16.18.817.5716,1870,8276,8172,104,9009,7615,1394,135,128,7,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,6,16.18.817.5716,1870,10426,10095,331,11611,9608,2003,167,147,20,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,7,16.18.817.5716,1870,12202,11413,789,13747,11484,2263,195,182,13,4,3,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,8,16.18.817.5716,1870,14408,12822,1586,15862,13648,2214,225,222,3,6,3,3,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,9,16.18.817.5716,1870,16214,15364,850,17902,16029,1873,253,252,1,7,5,2,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,10,16.18.817.5716,1870,17794,16701,1093,20400,18021,2379,296,284,12,7,5,2,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,11,16.18.817.5716,1870,19602,18641,961,22076,20827,1249,323,325,-2,7,6,1,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,12,16.18.817.5716,1870,21820,19909,1911,24855,23012,1843,362,348,14,8,6,2,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,13,16.18.817.5716,1870,24470,22992,1478,27141,25448,1693,374,360,14,11,10,1,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,14,16.18.817.5716,1870,25778,24006,1772,28387,26592,1795,387,378,9,12,10,2,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,15,16.18.817.5716,1870,28058,26389,1669,30090,30649,-559,414,431,-17,12,11,1,1,0,1,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,16,16.18.817.5716,1870,30221,28332,1889,33274,33098,176,455,461,-6,13,12,1,1,0,1,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5643447050,17,16.18.817.5716,1870,31432,30115,1317,34941,35415,-474,472,496,-24,13,12,1,1,1,0,0,2,-2,4,2,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5643447050,18,16.18.817.5716,1870,33709,31863,1846,37967,37804,163,508,542,-34,14,12,2,1,1,0,0,2,-2,4,2,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5643447050,19,16.18.817.5716,1870,37091,33863,3228,41176,40770,406,537,578,-41,16,13,3,3,1,2,0,2,-2,4,2,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5643447050,20,16.18.817.5716,1870,40598,35288,5310,44319,41910,2409,563,584,-21,19,14,5,3,1,2,1,2,-1,3,2,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5643447050,21,16.18.817.5716,1870,43089,38871,4218,46652,44799,1853,588,627,-39,21,15,6,3,3,0,1,2,-1,3,2,0,0,0,0,0,1,0,0,3,3,2,2,1
NA1_5643447050,22,16.18.817.5716,1870,45919,40571,5348,52903,46504,6399,635,654,-19,21,15,6,3,3,0,1,2,-1,3,2,0,0,0,0,0,1,1,0,3,3,2,2,1
NA1_5643447050,23,16.18.817.5716,1870,49173,42992,6181,55606,50216,5390,663,694,-31,22,16,6,5,3,2,1,2,-1,3,2,0,0,0,0,0,1,1,0,3,3,2,2,1
NA1_5643447050,24,16.18.817.5716,1870,50666,44417,6249,57620,51933,5687,695,726,-31,22,16,6,5,3,2,1,2,-1,3,2,0,0,0,0,0,1,1,0,3,3,2,2,1
NA1_5643447050,25,16.18.817.5716,1870,51903,46751,5152,59152,54386,4766,720,766,-46,22,16,6,5,5,0,2,2,0,2,2,0,0,0,0,0,1,1,0,3,3,2,2,1
NA1_5643447050,26,16.18.817.5716,1870,54460,48233,6227,63026,56426,6600,759,800,-41,24,16,8,5,5,0,2,2,0,2,2,0,0,0,0,0,1,1,0,3,3,2,2,1
NA1_5643447050,27,16.18.817.5716,1870,56917,50119,6798,65460,58947,6513,788,825,-37,24,17,7,6,5,1,2,2,0,2,2,0,0,0,0,0,1,1,0,3,3,2,2,1
NA1_5643447050,28,16.18.817.5716,1870,58085,51719,6366,66007,60758,5249,799,860,-61,24,17,7,6,5,1,2,2,0,2,2,0,0,0,0,0,1,1,0,3,3,2,2,1
NA1_5643447050,29,16.18.817.5716,1870,59785,53957,5828,67613,62414,5199,811,875,-64,25,18,7,6,5,1,2,2,0,2,2,0,0,0,0,0,1,1,0,3,3,2,2,1
NA1_5643447050,30,16.18.817.5716,1870,63616,55549,8067,71488,64016,7472,827,888,-61,29,19,10,7,5,2,2,2,0,2,2,0,0,0,0,0,1,1,0,3,2,2,2,1
NA1_5643447050,31,16.18.817.5716,1870,67572,56377,11195,77276,64692,12584,869,897,-28,33,19,14,7,5,2,3,2,1,1,2,0,0,0,0,0,1,1,0,3,2,2,1,1
NA1_5643447050,31,16.18.817.5716,1870,68471,56477,11994,77944,64692,13252,870,897,-27,34,19,15,7,5,2,3,2,1,1,2,0,0,0,0,0,1,1,0,3,2,2,0,1
NA1_5645124226,0,16.18.817.5716,1091,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,1,16.18.817.5716,1091,2500,2520,-20,0,62,-62,0,1,-1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,2,16.18.817.5716,1091,3606,4750,-1144,1698,2882,-1184,28,41,-13,0,2,-2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,3,16.18.817.5716,1091,5557,6059,-502,4556,4709,-153,78,67,11,1,2,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,4,16.18.817.5716,1091,7369,8297,-928,6152,6957,-805,97,103,-6,3,4,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,5,16.18.817.5716,1091,8690,9763,-1073,8116,8995,-879,134,142,-8,3,4,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,6,16.18.817.5716,1091,10435,12508,-2073,10302,12020,-1718,168,186,-18,4,7,-3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,7,16.18.817.5716,1091,12686,13980,-1294,12879,13931,-1052,205,221,-16,5,7,-2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,8,16.18.817.5716,1091,14938,16239,-1301,15124,15844,-720,242,248,-6,6,10,-4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,9,16.18.817.5716,1091,16264,18144,-1880,16651,18564,-1913,265,295,-30,6,11,-5,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,10,16.18.817.5716,1091,18012,20972,-2960,18700,21164,-2464,294,334,-40,7,13,-6,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,11,16.18.817.5716,1091,19804,23728,-3924,20808,23970,-3162,324,366,-42,8,16,-8,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,12,16.18.817.5716,1091,21014,27366,-6352,22485,27380,-4895,351,399,-48,8,19,-11,0,1,-1,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,13,16.18.817.5716,1091,22289,29652,-7363,23960,30950,-6990,378,451,-73,8,20,-12,0,1,-1,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,14,16.18.817.5716,1091,23534,32739,-9205,25817,33790,-7973,395,489,-94,8,22,-14,0,3,-3,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,15,16.18.817.5716,1091,24755,35525,-10770,27474,36652,-9178,420,528,-108,8,24,-16,0,4,-4,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645124226,16,16.18.817.5716,1091,26629,38894,-12265,30154,40303,-10149,451,574,-123,9,26,-17,0,5,-5,0,2,-2,4,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5645124226,17,16.18.817.5716,1091,29004,42845,-13841,32515,43554,-11039,462,603,-141,11,29,-18,0,7,-7,0,2,-2,4,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5645124226,18,16.18.817.5716,1091,30571,45344,-14773,35279,45965,-10686,504,625,-121,11,31,-20,0,8,-8,0,2,-2,4,2,0,0,0,0,0,1,0,0,2,3,2,2,0
NA1_5645124226,18,16.18.817.5716,1091,30700,46021,-15321,35279,45965,-10686,504,625,-121,11,31,-20,0,8,-8,0,2,-2,4,2,0,0,0,0,0,1,0,0,2,3,0,2,0
NA1_5640113139,0,16.18.817.4437,1621,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,1,16.18.817.4437,1621,2520,2532,-12,62,0,62,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,2,16.18.817.4437,1621,3878,3719,159,2539,2139,400,41,33,8,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,3,16.18.817.4437,1621,6406,6217,189,4904,4922,-18,75,65,10,2,3,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,4,16.18.817.4437,1621,8201,7608,593,7066,6271,795,109,94,15,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,5,16.18.817.4437,1621,9852,9781,71,9384,8584,800,153,122,31,3,5,-2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,6,16.18.817.4437,1621,11700,11412,288,11747,10872,875,192,154,38,4,6,-2,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,7,16.18.817.4437,1621,13678,14076,-398,14155,14142,13,228,199,29,5,8,-3,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,8,16.18.817.4437,1621,14954,15753,-799,15908,15823,85,259,224,35,5,9,-4,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,9,16.18.817.4437,1621,17215,17758,-543,18657,18126,531,298,260,38,7,10,-3,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,10,16.18.817.4437,1621,19554,19542,12,21190,19676,1514,331,280,51,9,11,-2,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,11,16.18.817.4437,1621,21384,21603,-219,23133,22358,775,367,314,53,9,12,-3,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,12,16.18.817.4437,1621,24055,24394,-339,27601,24902,2699,415,349,66,12,13,-1,0,1,-1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,13,16.18.817.4437,1621,26764,26310,454,29874,26778,3096,454,384,70,13,14,-1,1,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,14,16.18.817.4437,1621,28629,29393,-764,31514,30144,1370,482,419,63,13,16,-3,2,1,1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,15,16.18.817.4437,1621,30646,31905,-1259,34963,31713,3250,543,445,98,13,17,-4,2,2,0,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,16,16.18.817.4437,1621,32806,33833,-1027,37185,33642,3543,566,468,98,15,18,-3,2,2,0,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,17,16.18.817.4437,1621,34976,37452,-2476,39578,37833,1745,575,496,79,17,21,-4,2,3,-1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,18,16.18.817.4437,1621,36611,39796,-3185,41581,41001,580,616,543,73,17,22,-5,2,3,-1,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,19,16.18.817.4437,1621,38777,41846,-3069,43946,43392,554,658,578,80,17,23,-6,2,3,-1,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,20,16.18.817.4437,1621,40210,44527,-4317,45933,46326,-393,691,625,66,17,24,-7,2,4,-2,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,21,16.18.817.4437,1621,46237,46973,-736,51012,48827,2185,709,637,72,22,26,-4,4,4,0,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,22,16.18.817.4437,1621,48326,48424,-98,53374,50824,2550,744,670,74,23,26,-3,4,4,0,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,23,16.18.817.4437,1621,51559,50947,612,56425,53836,2589,772,684,88,25,29,-4,5,4,1,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,24,16.18.817.4437,1621,53272,54222,-950,58016,57243,773,803,723,80,25,31,-6,6,4,2,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5640113139,25,16.18.817.4437,1621,54959,57533,-2574,58921,64913,-5992,818,754,64,25,33,-8,7,4,3,2,2,0,2,2,0,0,0,0,0,0,0,1,3,3,2,2,0
NA1_5640113139,26,16.18.817.4437,1621,56829,59740,-2911,60967,66793,-5826,856,778,78,25,34,-9,7,4,3,2,2,0,2,2,0,0,0,0,0,0,0,1,3,3,2,2,0
NA1_5640113139,27,16.18.817.4437,1621,57531,64115,-6584,61303,71082,-9779,857,798,59,25,38,-13,7,5,2,2,2,0,2,2,0,0,0,0,0,0,0,1,2,3,0,2,0
NA1_5644590044,0,16.18.817.5716,1760,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5644590044,1,16.18.817.5716,1760,2505,3007,-502,0,26,-26,0,0,0,0,1,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5644590044,2,16.18.817.5716,1760,3647,4199,-552,2028,1930,98,31,35,-4,0,1,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5644590044,3,16.18.817.5716,1760,5256,5648,-392,4679,4467,212,76,72,4,0,1,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5644590044,4,16.18.817.5716,1760,6995,6909,86,6334,6308,26,107,102,5,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5644590044,5,16.18.817.5716,1760,8275,8559,-284,8369,8557,-188,140,137,3,1,2,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5644590044,6,16.18.817.5716,1760,10068,10582,-514,10780,11085,-305,170,170,0,2,4,-2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
